ID Empleado,Función,Departamento,Unidad,Educación,Género,Tipo de Trabajo,Modalidad,Fecha Contratación,Estatus,Fecha Baja
201,Administrativa,Recursos Humanos,Baja California,Posgrado,Mujer,Tiempo Completo,Presencial,2013-01-01,Inactivo,2019-02-12
202,Administrativa,Gerencia y Estrategia,Jalisco,Con Grado,Mujer,Parcial,Remoto,2013-01-01,Inactivo,2019-03-22
203,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Inactivo,2019-04-06
204,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Inactivo,2019-04-18
205,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Inactivo,2019-05-06
206,Administrativa,Logistica,Baja California,Sin Grado,Hombre,Medio Tiempo,Remoto,2013-01-01,Inactivo,2019-05-09
207,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Inactivo,2019-05-17
208,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Parcial,Presencial,2013-01-01,Inactivo,2019-07-24
209,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Inactivo,2019-08-08
210,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Presencial,2013-01-01,Inactivo,2019-08-27
211,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Mujer,Parcial,Presencial,2013-01-01,Inactivo,2019-08-28
212,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Inactivo,2019-09-11
213,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Presencial,2013-01-01,Inactivo,2019-09-15
214,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Inactivo,2019-09-21
215,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Inactivo,2019-09-30
216,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Inactivo,2019-10-07
217,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Inactivo,2019-10-08
218,Administrativa,Finanzas y Contabilidad,Baja California,Posgrado,Mujer,Tiempo Completo,Presencial,2013-01-01,Inactivo,2019-10-11
219,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Inactivo,2019-11-16
220,Administrativa,Logistica,Jalisco,Sin Grado,Hombre,Parcial,Presencial,2013-01-01,Inactivo,2019-12-05
221,Administrativa,Servicio a cliente,Nuevo León,Sin Grado,Mujer,Tiempo Completo,Presencial,2013-01-01,Inactivo,2019-12-27
222,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
223,Administrativa,Finanzas y Contabilidad,Nuevo León,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
224,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
225,Administrativa,Finanzas y Contabilidad,Nuevo León,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
226,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
227,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
228,Administrativa,Finanzas y Contabilidad,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
229,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
230,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
231,Administrativa,Finanzas y Contabilidad,Jalisco,Con Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
232,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Parcial,Presencial,2013-01-01,Activo,
233,Administrativa,Finanzas y Contabilidad,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
234,Administrativa,Finanzas y Contabilidad,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
235,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
236,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
237,Administrativa,Finanzas y Contabilidad,Jalisco,Con Grado,Mujer,Medio Tiempo,Remoto,2013-01-01,Activo,
238,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2013-01-01,Activo,
239,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Parcial,Remoto,2013-01-01,Activo,
240,Administrativa,Finanzas y Contabilidad,Baja California,Posgrado,Mujer,Tiempo Completo,Remoto,2013-01-01,Activo,
241,Administrativa,Finanzas y Contabilidad,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2013-01-01,Activo,
242,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Mujer,Tiempo Completo,Remoto,2013-01-01,Activo,
243,Administrativa,Finanzas y Contabilidad,Jalisco,Con Grado,Mujer,Tiempo Completo,Presencial,2013-01-01,Activo,
244,Administrativa,Finanzas y Contabilidad,Jalisco,Con Grado,Mujer,Tiempo Completo,Remoto,2013-01-01,Activo,
245,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2013-01-01,Activo,
246,Administrativa,Finanzas y Contabilidad,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2013-01-01,Activo,
247,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
248,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
249,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
250,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
251,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
252,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
253,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2013-01-01,Activo,
254,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2013-01-01,Activo,
255,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2013-01-01,Activo,
256,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Parcial,Remoto,2013-01-01,Activo,
257,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
258,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
259,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
260,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
261,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
262,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
263,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
264,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
265,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
266,Administrativa,Gerencia y Estrategia,Jalisco,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
267,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
268,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Parcial,Presencial,2013-01-01,Activo,
269,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Parcial,Presencial,2013-01-01,Activo,
270,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
271,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
272,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
273,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
274,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
275,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
276,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
277,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2013-01-01,Activo,
278,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Mujer,Medio Tiempo,Remoto,2013-01-01,Activo,
279,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2013-01-01,Activo,
280,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2013-01-01,Activo,
281,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2013-01-01,Activo,
282,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
283,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Mujer,Medio Tiempo,Remoto,2013-01-01,Activo,
284,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2013-01-01,Activo,
285,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2013-01-01,Activo,
286,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Parcial,Remoto,2013-01-01,Activo,
287,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Parcial,Remoto,2013-01-01,Activo,
288,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
289,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
290,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
291,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
292,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
293,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
294,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
295,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Tiempo Completo,Remoto,2013-01-01,Activo,
296,Administrativa,Gerencia y Estrategia,Nuevo León,Posgrado,Mujer,Tiempo Completo,Presencial,2013-01-01,Activo,
297,Administrativa,Gerencia y Estrategia,Baja California,Con Grado,Mujer,Tiempo Completo,Remoto,2013-01-01,Activo,
298,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
299,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
300,Administrativa,Gerencia y Estrategia,Estado de México,Posgrado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
301,Administrativa,Gerencia y Estrategia,Baja California,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
302,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
303,Administrativa,Gerencia y Estrategia,Jalisco,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
304,Administrativa,Gerencia y Estrategia,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
305,Administrativa,Gerencia y Estrategia,Estado de México,Con Grado,Mujer,Tiempo Completo,Presencial,2013-01-01,Activo,
306,Operativa,Ingeniería y Tecnología,Estado de México,Posgrado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
307,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
308,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
309,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
310,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
311,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
312,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
313,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
314,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Parcial,Presencial,2013-01-01,Activo,
315,Operativa,Ingeniería y Tecnología,Estado de México,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
316,Operativa,Ingeniería y Tecnología,Jalisco,Posgrado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
317,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Remoto,2013-01-01,Activo,
318,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
319,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
320,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
321,Operativa,Ingeniería y Tecnología,Estado de México,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
322,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
323,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
324,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
325,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
326,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
327,Operativa,Ingeniería y Tecnología,Estado de México,Posgrado,Mujer,Medio Tiempo,Remoto,2013-01-01,Activo,
328,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Medio Tiempo,Remoto,2013-01-01,Activo,
329,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
330,Operativa,Ingeniería y Tecnología,Nuevo León,Con Grado,Mujer,Medio Tiempo,Remoto,2013-01-01,Activo,
331,Operativa,Ingeniería y Tecnología,Baja California,Posgrado,Mujer,Tiempo Completo,Presencial,2013-01-01,Activo,
332,Operativa,Ingeniería y Tecnología,Estado de México,Con Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
333,Operativa,Ingeniería y Tecnología,Jalisco,Con Grado,Mujer,Tiempo Completo,Presencial,2013-01-01,Activo,
334,Operativa,Ingeniería y Tecnología,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2013-01-01,Activo,
335,Administrativa,Logistica,Jalisco,Sin Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
336,Administrativa,Logistica,Baja California,Sin Grado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
337,Administrativa,Logistica,Jalisco,Sin Grado,Hombre,Medio Tiempo,Remoto,2013-01-01,Activo,
338,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
339,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
340,Administrativa,Logistica,Estado de México,Sin Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
341,Administrativa,Logistica,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
342,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
343,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Medio Tiempo,Remoto,2013-01-01,Activo,
344,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Parcial,Presencial,2013-01-01,Activo,
345,Administrativa,Logistica,Jalisco,Sin Grado,Mujer,Tiempo Completo,Remoto,2013-01-01,Activo,
346,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
347,Administrativa,Logistica,Baja California,Sin Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
348,Administrativa,Logistica,Jalisco,Con Grado,Mujer,Tiempo Completo,Presencial,2013-01-01,Activo,
349,Administrativa,Logistica,Baja California,Con Grado,Mujer,Tiempo Completo,Presencial,2013-01-01,Activo,
350,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
351,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
352,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
353,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
354,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Hombre,Parcial,Presencial,2013-01-01,Activo,
355,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Parcial,Presencial,2013-01-01,Activo,
356,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
357,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
358,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
359,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
360,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
361,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
362,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
363,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
364,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
365,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Medio Tiempo,Presencial,2013-01-01,Activo,
366,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Parcial,Presencial,2013-01-01,Activo,
367,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
368,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
369,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Hombre,Tiempo Completo,Presencial,2013-01-01,Activo,
370,Operativa,Manufactura y Operaciones,Baja California,Sin Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
371,Operativa,Manufactura y Operaciones,Baja California,Posgrado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
372,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
373,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
374,Operativa,Manufactura y Operaciones,Baja California,Con Grado,Mujer,Medio Tiempo,Presencial,2013-01-01,Activo,
